year,constituency,constituency_type,candidates,party,vote_count,vote_percentage
2011,SENGKANG WEST,SMC,Lam Pin Min,PAP,14689,0.5811
2011,TAMPINES,GRC,Baey Yam Keng | Heng Swee Keat | Mah Bow Tan | Masagos Zulkifli Bmm | Irene Ng Phek Hoong,PAP,72728,0.5722
2011,TAMPINES,GRC,Fong Chin Leong | Goh Keow Wah| Goh Meng Seng | Raymond Lim Peng Ann | Syafarin Bin Sarif,NSP,54381,0.4278
2011,TANJONG PAGAR,GRC,Chan Chun Sing | Chia Shi-Lu | Indranee Thurai Rajah | Lee Kuan Yew | Lily Tirtasana Neo,PAP,na,na
2011,WEST COAST,GRC,Arthur Fong | Foo Mee Har | Lim Hng Kiang | S Iswaran | Lawrence Wong,PAP,72563,0.6657
2011,WEST COAST,GRC,Ho Soak Harn | Kenneth Andrew Jeyaretnam | Kumar S/O Appavoo | Low Chiak Huan | Zhu Lai Cheng,RP,36443,0.3343
2011,WHAMPOA,SMC,Heng Chee How,PAP,13028,0.661
2011,WHAMPOA,SMC,Ken Sun,NSP,6683,0.339
2011,YUHUA,SMC,Grace Fu Hai Yien,PAP,14093,0.6686
2011,YUHUA,SMC,Teo Soh Lung,SDP,6986,0.3314
2015,ALJUNIED,GRC,Chen Show Mao | Sylvia Lim | Low Thia Khiang | Md Faisal Bin Abdul Manap | Pritam Singh,WP,70050,0.5096
2015,ALJUNIED,GRC,Chau Eng Leong | K Muralidharan Pillai | Lye Thiam Fatt Joseph Victor | Shamsul Kamar Bin Mohamed Razali | Yeo Guat Kwang,PAP,67424,0.4904
2015,ANG MO KIO,GRC,Ang Hin Kee | David Darryl Wilson | Gan Thiam Poh | Intan Azura Binte Mokhtar | Koh Poh Koon| Lee Hsien Loong,PAP,135316,0.7864
2015,ANG MO KIO,GRC,Goh Keow Wah | Jesse Loo Hoe Bock | Roy Ngerng Yi Ling | Osman Sulaiman | M Ravi | Siva Chandran,RP,36758,0.2136
2015,BISHAN-TOA PAYOH,GRC,Chee Hong Tat | Chong Kee Hiong | Ng Eng Hen | Saktiandi Bin Supaat | Josephine Teo,PAP,86701,0.7359
2015,BISHAN-TOA PAYOH,GRC,"Law Kim Hwee | Long YaoGuang, Don Bryan | Mohamad Abdillah Bin Zamzuri | Mohamad Hamim Bin Aliyas | Pwee Yek Kwan Benjamin",SPP,31108,0.2641
2015,BUKIT BATOK,SMC,David Ong Kim Huat,PAP,18234,0.7302
2015,BUKIT BATOK,SMC,Sadasivam V,SDP,6588,0.2638
2015,BUKIT BATOK,SMC,Samir Salim Neji,Independent,150,0.006
2015,BUKIT PANJANG,SMC,Khung Wai Yeen,SDP,10152,0.3162
2015,BUKIT PANJANG,SMC,Teo Ho Pin,PAP,21954,0.6838
2015,CHUA CHU KANG,GRC,Gan Kim Yong | Low Yen Ling | Yee Chia Hsing | Zaqy Mohamad,PAP,84850,0.7691
2015,CHUA CHU KANG,GRC,Goh Meng Seng | Lee Tze Shih | Low Wai Choo | Syafarin Bin Sarif,PPP,25475,0.2309
2015,EAST COAST,GRC,Gerald Giam Yean Song | Daniel Goh Pei Siong | Mohamed Fairoz Bin Shariff | Leon Perera,WP,35622,0.3927
2015,EAST COAST,GRC,Lee Yi Shyan | Lim Swee Say | Mohd Maliki Bin Osman| Tan Soon Neo Jessica,PAP,55093,0.6073
2015,FENGSHAN,SMC,Cheryl Chan Wei Ling,PAP,12417,0.575
2015,FENGSHAN,SMC,Dennis Tan Lip Fong,WP,9176,0.425
2015,HOLLAND-BUKIT TIMAH,GRC,Chee Soon Juan| Chong Wai Fung | Md Sidek Bin Mallek| Paul Anatharajah Tambyah,SDP,31494,0.334
2015,HOLLAND-BUKIT TIMAH,GRC,Christopher De Souza | Liang Eng Hwa | Sim Ann | Vivian Balakrishnan,PAP,62786,0.666
2015,HONG KAH NORTH,SMC,Amy Khor Lean Suan,PAP,19628,0.7476
2015,HONG KAH NORTH,SMC,Ravi Philemon,SPP,6627,0.2524
2015,HOUGANG,SMC,Lee Hong Chuang,PAP,9565,0.4234
2015,HOUGANG,SMC,Png Eng Huat,WP,13027,0.5766
2015,JALAN BESAR,GRC,Chan Sio Phing Frieda (Zeng Xiao Ping) | L Somasundaram | Redzwan Hafidz Abdul Razak | Sim Tian Hock (Shen TianFu),WP,30302,0.3225
2015,JALAN BESAR,GRC,Heng Chee How | Lily Neo | Denise Phua Lay Peng | Yaacob Ibrahim,PAP,63644,0.6775
2015,JURONG,GRC,Ang Wei Neng | Desmond Lee | Rahayu Binte Mahzam | Tharman Shanmugaratnam | Tan Wu Meng,PAP,95228,0.7929
2015,JURONG,GRC,Foo Ming Jin David | Sukdeu Singh | Tan Peng Aann| Wong Chee Wai | Wong Soon Hong,SGF,24869,0.2071
2015,MACPHERSON,SMC,Chen JiaXi,WP,8833,0.3359
2015,MACPHERSON,SMC,Cheo Chai Chen,NSP,215,0.0082
2015,MACPHERSON,SMC,Tin Pei Ling,PAP,17251,0.656
2015,MARINE PARADE,GRC,Fatimah Binte Abdul Lateef | Goh Chok Tong | Seah Kian Peng | Tan Chuan-Jin | Tong Chun Fai Edwin Charles,PAP,85138,0.6407
2015,MARINE PARADE,GRC,Firuz Khan | He Tingru | Ng Foo Eng | Terence Tan | Yee Jenn Jong,WP,47753,0.3593
2015,MARSILING-YEW TEE,GRC,Damanhuri Bin Abas | Lim Boon Heng | Tan Liang Joo John | Wong Souk Yee,SDP,31185,0.3127
2015,MARSILING-YEW TEE,GRC,Halimah Yacob | Ong Teng Koon | Lawrence Wong | Alex Yam Ziming,PAP,68546,0.6873
2015,MOUNTBATTEN,SMC,Jeannette Chong - Aruldoss,SPP,6004,0.2814
2015,MOUNTBATTEN,SMC,Lim Biow Chuan,PAP,15331,0.7186
2015,NEE SOON,GRC,Foo Seck Guan | Gurmit Singh S/O Sadhu Singh | Koh Tiong Yee | Cheryl Loh Xiu Wen | Ron Tan Jun Yen,WP,40841,0.3317
2015,NEE SOON,GRC,K Shanmugam | Kwek Hian Chuan | Lee Bee Wah | Muhammad Faishal Ibrahim | Ng Kok Kwang Louis,PAP,82287,0.6683
2015,PASIR RIS-PUNGGOL,GRC,Abu Bin Mohamed | Harminder Pal Singh S/O Gurcharan Singh | Lim Bak Chuan Desmond | Lim Tung Hee Arthero | Ong Teik Seng | Wong Way Weng,SDA,46550,0.2711
2015,PASIR RIS-PUNGGOL,GRC,Janil Puthucheary | Ng Chee Meng | Sun XueLing | Teo Chee Hean | Teo Ser Luck | Zainal Bin Sapari,PAP,125166,0.7289
2015,PIONEER,SMC,Cedric Foo Chee Keng,PAP,18017,0.7635
2015,PIONEER,SMC,Ong Beng Soon Elvin,NSP,5581,0.2365
2015,POTONG PASIR,SMC,Loh Woon Lee Lina,SPP,5368,0.3361
2015,POTONG PASIR,SMC,Sitoh Yih Pin,PAP,10602,0.6639
2015,PUNGGOL EAST,SMC,Charles Chong You Fook,PAP,16977,0.5177
2015,PUNGGOL EAST,SMC,Lee Li Lian,WP,15818,0.4823
2015,RADIN MAS,SMC,Han Hui Hui,Independent,2630,0.1003
2015,RADIN MAS,SMC,Kumar S/O Appavoo,RP,3333,0.1272
2015,RADIN MAS,SMC,Tan Chin Siong,PAP,20246,0.7725
2015,SEMBAWANG,GRC,Abdul Rasheed S/O Y Abdul Kuthus | Lim Tong Zhen| Ng Chung Hon | Yadzeth Bin Hairis | Yeo Ren-Yuan,NSP,37087,0.2772
2015,SEMBAWANG,GRC,Amrin Amin | Khaw Boon Wan | Lim Wee Kiak | Ong Ye Kung | Vikram Nair,PAP,96718,0.7228
2015,SENGKANG WEST,SMC,Koh Choong Yong,WP,10721,0.3787
2015,SENGKANG WEST,SMC,Lam Pin Min,PAP,17586,0.6213
2015,TAMPINES,GRC,Baey Yam Keng | Cheng Li Hui | Desmond Choo Pey Ching | Heng Swee Keat | Masagos Zulkifli,PAP,95305,0.7207
2015,TAMPINES,GRC,Choong Hon Heng | Fong Chin Leong | Lim Tean | Nor Lella Mardiiiah Bte Mohmed | Teo Kway Huang Sebastian,NSP,36943,0.2793
2015,TANJONG PAGAR,GRC,Ang Yong Guan | Chirag Praful Desai | Chiu Weng Hoe Melvyn | Mohamad Fahmi Bin Ahmad Rais | Tan Jee Say,SGF,25998,0.2229
2015,TANJONG PAGAR,GRC,Chan Chun Sing | Chia Shi-Lu | Indranee Thurai Rajah | Joan Pereira | Melvin Yong Yik Chye,PAP,90635,0.7771
2015,WEST COAST,GRC,Foo Mee Har | Lim Hng Kiang | Siswaran | Patrick Tay Teck Guan,PAP,71214,0.7857
2015,WEST COAST,GRC,Kenneth Andrew Jeyaretnam | Noraini Bte Yunus | Soh Guan Soon | Zhu LaiCheng,RP,19426,0.2143
2015,YUHUA,SMC,Grace Fu Hai Yien,PAP,15324,0.7355
2015,YUHUA,SMC,Go Hui Leng,SDP,5512,0.2645
2020,ALJUNIED,GRC,Chan Hui Yuh | Chua Eng Leong | Victor Lye Thiam Fatt | Shamsul Kamar Bin Mohamed Razali | Alex Yeo Sheng Chye,PAP,57330,0.4005
2020,ALJUNIED,GRC,Gerald Giam Yean Song | Sylvia Lim | Muhamad Faisal Bin Abdul Manap | Leon Perera | Pritam Singh,WP,85815,0.5995
2020,ANG MO KIO,GRC,Darryl David | Gan Thiam Poh | Lee Hsien Loong | Nadia Ahmad Samdin | Ng Ling Ling,PAP,124597,0.7191
2020,ANG MO KIO,GRC,"Kenneth Andrew Jeyaretnam | Noraini Bte Yunus | Soh Guan Soon | Yeo Yao Hui, Charles | Zhu Laicheng",RP,48677,0.2809
2020,BISHAN-TOA PAYOH,GRC,Chee Hong Tat | Chong Kee Hiong | Ng Eng Hen | Saktiandi Bin Supaat,PAP,62983,0.6723
2020,BISHAN-TOA PAYOH,GRC,Steve Chia | Melvyn Chiu | Williiamson Lee | Osman Sulaiman,SPP,30696,0.3277
2020,BUKIT BATOK,SMC,Chee Soon Juan,SDP,12787,0.452
2020,BUKIT BATOK,SMC,Murali Pillai,PAP,15500,0.548
2020,BUKIT PANJANG,SMC,Liang Eng Hwa,PAP,18085,0.5373
2020,BUKIT PANJANG,SMC,Paul Ananth Tambyah,SDP,15576,0.4627
2020,CHUA CHU KANG,SMC,Abdul Rahman Bin Mohamad | Choo Shaun Ming | Tan Meng Wah | Yuen Kin Pheng,PSP,42012,0.4136
2020,CHUA CHU KANG,SMC,Gan Kim Yong | Low Yen Ling | Don Wee | Zhulkarnain Abdul Rahim,PAP,59554,0.5864
2020,EAST COAST,GRC,Abdul Shariff Aboo Kassim | Foo Seck Guan | Dylan Ng | Nicole Seah | Terence Tan Li-Chern,WP,53375,0.4661
2020,EAST COAST,GRC,Cheryl Chan Wei Ling | Heng Swee Keat | Mohd Maliki Bin Osman | Tan Kiat How | Tan Soon Neo Jessica,PAP,61144,0.5339
2020,HOLLAND-BUKIT TIMAH,GRC,Min Cheong | James Gomez | Alfred Tan | Tan Jee Say,SDP,36100,0.3364
2020,HOLLAND-BUKIT TIMAH,GRC,Edward Chia Bing Hui | De Souza Christopher | Sim Ann | Vivian Balakrishnan,PAP,71218,0.6636
2020,HONG KAH NORTH,SMC,Amy Khor Lean Suan,PAP,16347,0.6099
2020,HONG KAH NORTH,SMC,Gigene Wong,PSP,10457,0.3901
2020,HOUGANG,SMC,Lee Hong Chuang,PAP,9791,0.3879
2020,HOUGANG,SMC,Dennis Tan Lip Fong,WP,15451,0.6121
2020,JALAN BESAR,GRC,Michael Fang Amin | Leong Sze Hian | Lim Tean | Nor Azlan Bin Sulaiman,PV,34261,0.3464
2020,JALAN BESAR,GRC,Heng Chee How | Denise Phua Lay Peng | Josephine Teo | Wan Rizal,PAP,64631,0.6536
2020,JURONG,GRC,Huang Wei Zhong Shawn | Rahayu Binte Mahzam | Tan Wu Meng | Tharman Shanmugaratnam | Xie Yao Quan,PAP,91846,0.7461
2020,JURONG,GRC,Michelle Lee Juen | Liyana Dhamirah | Ravi Philemon | Nicholas Tang | Alec Tok,RDU,31260,0.2539
2020,KEBUN BARU,SMC,Kumaran Pillai,PSP,7842,0.3708
2020,KEBUN BARU,SMC,Kwek Hian Chuan,PAP,13309,0.6292
2020,MACPHERSON,SMC,Goh Meng Seng,PPP,7489,0.2826
2020,MACPHERSON,SMC,Tin Pei Ling,PAP,19009,0.7174
2020,MARINE PARADE,GRC,Azhar Latip | Fadli Fawzi | Nathaniel Koh | Ron Tan Jun Yen | Yee Jenn Jong,WP,55047,0.4226
2020,MARINE PARADE,GRC,Mohd Fahmi Aliman | Seah Kian Peng | Tan Chuan-Jin | Tan See Leng | Edwin Tong Chun Fai,PAP,75203,0.5774
2020,MARSILING-YEW TEE,GRC,Damanhuri Bin Abas | Khung Wai Yeen | Lim Boon Heng | Benjamin Pwee,SDP,40690,0.3682
2020,MARSILING-YEW TEE,GRC,Hany Soh Hui Bin | Lawrence Wong | Alex Yam Ziming | Zaqy Mohamad,PAP,69813,0.6318
2020,MARYMOUNT,SMC,Ang Yong Guan,PSP,9943,0.4496
2020,MARYMOUNT,SMC,Gan Siow Huang,PAP,12173,0.5504
2020,MOUNTBATTEN,SMC,Lim Biow Chuan,PAP,16285,0.7382
2020,MOUNTBATTEN,SMC,Sivakumaran Chellappa,PV,5775,0.2618
2020,NEE SOON,GRC,Bowyer Bradley Peter | Kalayarasu Manickam | Muhammad Taufik Bin Supan | S Nallakaruppan | Tay Chye Seng,PSP,53131,0.381
2020,NEE SOON,GRC,"Derrick Goh Soon Hee | K. Shanmugam | Muhammad Faishal Ibrahim | Ng Kok Kwang, Louis | Carrie Tan Huimin",PAP,86308,0.619
2020,PASIR RIS-PUNGGOL,GRC,Abu Bin Mohamed | Harminder Pal Singh s/o Gurcharan Singh | Kuswadi Bin Atnawi | Lim Bak Chuan Desmond | Kelvin Ong Soon Huat,SDA,37237,0.2367
2020,PASIR RIS-PUNGGOL,GRC,Goh Keow Wah | Lim Kay Cheow Jireh | Mohamed Nassir Ismail | Prabu Ramachandran | Vigneswari VR,PV,19147,0.1217
2020,PASIR RIS-PUNGGOL,GRC,Janil Puthucheary | Sharael Taha | Desmond Tan | Teo Chee Hean | Yeo Wan Ling,PAP,100932,0.6416
2020,PIONEER,SMC,Cheang Peng Wah,INDP,655,0.0278
2020,PIONEER,SMC,Lim Cher Hong,PSP,8289,0.3522
2020,PIONEER,SMC,Patrick Tay Teck Guan,PAP,14593,0.62
2020,POTONG PASIR,SMC,Jose Raymond,SPP,7302,0.3933
2020,POTONG PASIR,SMC,Sitoh Yih Pin,PAP,11264,0.6067
2020,PUNGGOL WEST,SMC,Sun Xueling,PAP,15655,0.6098
2020,PUNGGOL WEST,SMC,Tan Chen Chen,WP,10017,0.3902
2020,RADIN MAS,SMC,Kumar Appavoo,RP,5922,0.2599
2020,RADIN MAS,SMC,Melvin Yong Yik Chye,PAP,16864,0.7401
2020,SEMBAWANG,GRC,Lim Wee Kiak | Mariam Jaafar | Ong Ye Kung | Poh Li San | Vikram Nair,PAP,94176,0.6729
2020,SEMBAWANG,GRC,Ng Chung Hon | Sathin s/o Ravindran | Sebastian Teo | Yadzeth Bin Hairis | Yeo Tiong Boon,NSP,45778,0.3271
2020,SENGKANG,GRC,Amrin Amin | Lam Pin Min | Lye Hoong Yip Raymond | Ng Chee Meng,PAP,55319,0.4788
2020,SENGKANG,GRC,Chua Kheng Wee | He Ting Ru | Jamus Jerome Lim | Raeesah Begum Binte Farid Khan,WP,60217,0.5212
2020,TAMPINES,GRC,Baey Yam Keng | Cheng Li Hui | Desmond Choo Pey Ching | Koh Poh Koon | Masagos Zulkifli,PAP,94668,0.6641
2020,TAMPINES,GRC,Choong Hon Heng | Fong Chin Leong | Mohd Ridzwan Bin Mohammad | Vincent Ng Kian Guan | Yeo Ren-Yuan,NSP,47875,0.3359
2020,TANJONG PAGAR,GRC,"A’bas Bin Kasmani | Chua Teck Leong, Michael | Harish Pillay | Low Wei Ling | Soon Jun Wei, Terence",PSP,45807,0.369
2020,TANJONG PAGAR,GRC,Chan Chun Sing | Eric Chua Swee Leong | Indranee Thurai Rajah | Joan Pereira | Alvin Tan Sheng Hui,PAP,78330,0.631
2020,WEST COAST,GRC,Ang Wei Neng | Foo Mee Har | Desmond Lee Ti-Seng | Rachel Ong Sin Yen | S Iswaran,PAP,71658,0.5168
2020,WEST COAST,GRC,Khoo Poh Tiong Jeffrey | Leong Mun Wai | N. Loganathan | Hazel Poa | Tan Cheng Bock,PSP,66996,0.4832
2020,YIO CHU KANG,SMC,Kayla Low,PSP,9519,0.3918
2020,YIO CHU KANG,SMC,Yip Hon Weng,PAP,14775,0.6082
2020,YUHUA,SMC,Grace Fu Hai Yien,PAP,14131,0.7054
2020,YUHUA,SMC,Robin Low,SDP,5901,0.2946
